id,organization_id,accessibility,admin_emails,alternate_name,description,email,languages,latitude,longitude,name,transportation,virtual,website
575,283,,,,"No description",,,47.5255123,-122.6293477,"South Kitsap Family Kitchen","Located at the First Lutheran Community Church.  From the intersection of SE Lund and Bethel Rd turn north on Bethel.  Take a right on Mitchell Rd and follow to the First Lutheran Church.",FALSE,
576,284,,,,"No description",info@skookum.org,,48.1076031,-122.7744484,"Skookum - Jefferson",,FALSE,
577,284,,,,"No description",info@skookum.org,,47.5605256,-122.6758841,"Skookum - Bremerton","Located in the old Dodge dealership on Auto Center Way.",FALSE,
578,285,,,,"No description",wskitsap@esd.wa.gov,,47.595934,-122.624846,"WorkSource - Kitsap","Located on the corner of Almira Dr and Sylvan Way, in the white building across from the library and post office.",FALSE,
579,286,,,,"No description",,,48.1200563,-123.4367773,"WorkSource - Clallam","Located in the Armory Square Shopping Mall between N Cherry and S Oak Streets.",FALSE,
580,287,,,,"No description",,,48.0404164,-122.7850649,"WorkSource - Jefferson","From State Route 20 turn onto State Route 19 (Airport Cutoff Rd).  Turn left onto W Patison St.",FALSE,
581,288,,,,"No description",,,47.7285238,-122.5586924,"Suquamish Tribe","From Suquamish Clearwater Casino on Highway 305 turn north on Suquamish Way NE.  Located near intersection of Suquamish Way NE and Division Ave NE.",FALSE,
582,288,,,,"No description",,,47.7285238,-122.5586924,"Suquamish Tribe - Wellness Center","Located near the intersection of Suquamish Way NE and Division Ave NE.",FALSE,
583,288,,,,"No description",,,47.7056031,-122.5824666,"Suquamish Tribe - Tribal Education Department","From from Poulsbo follow Highway 305 toward Bainbridge Island. Turn right onto Sandy Hook Rd NE after the the gas station and mini-mart.",FALSE,
584,288,,,,"No description",,,47.721841,-122.577685,"Suquamish Tribe - Marion Forsman-Boushie Early Learning Center","From Suquamish Way NE turn west onto NE Totten Rd.  Located on the left-hand side of the road.",FALSE,
585,289,,,,"No description",vicmwebb@aol.com,,47.6355461,-122.6447815,"Twice the Spice","Call for location of next meeting.",FALSE,
586,290,,,,"No description",,,47.5650133,-122.6695887,"West Sound Technical Skills Center","Take Kitsap Way from Highway 18.  Turn right on National Ave, located at apex of hill.",FALSE,
587,291,,,,"No description",info@wstcs.org,,47.525033,-122.667918,"West Sound Treatment Center","Exit Highway 16 at Tremont/SW Old Clifton Rd. and turn west onto Tremont/SW Old Clifton Rd.  Turn right into the Port Orchard Industrial Park at Lloyd Parkway, and right onto Lumsden Rd. West Sound Treatment Center is 1 block on the right in the Fuller-Wi",FALSE,
588,292,,,,"No description",admin@westsoundyfc.org,,47.6549427,-122.7034804,"West Puget Sound Youth for Christ","Located near Central Kitsap Junior High in Silverdale.",FALSE,
589,293,,,,"No description",,,47.946783,-124.392944,"West End Outreach Service","Located across the street from Forks Community Hospital.",FALSE,
590,294,,,,"No description",info@nkfishline.org,,47.7419618,-122.6600972,"North Kitsap Fishline","Located from NE Hostmark St turn onto 3rd Ave NE.  In Poulsbo down by the marina.",FALSE,
591,294,,,,"No description",info@nkfishline.org,,47.7345669,-122.6473219,"North Kitsap Fishline - Second Season Thrift Store","Located near corner of NE Hostmark St and 3rd Ave NE.  Down by the marina.",FALSE,
592,295,,,,"No description",,,47.9502674,-124.384316,"Clallam County Fire District #1","On the corner of Spartan Avenue and Division.",FALSE,
593,296,,,,"No description",pafire@cityofpa.us,,48.1150236,-123.436199,"Port Angeles Fire Department","Located on E 5th Street between S Lincoln and S Laurel Streets.",FALSE,
594,297,,,,"No description",info@clallamfire3.org,,48.0825955,-123.1132251,"Clallam County Fire District #3","From W Washington St turn North on N 5th Ave .  Located across from W Alder St.",FALSE,
595,298,,,,"No description",,,47.68128,-122.540019,"Bainbridge Island Fire Department - Phelps Road","From Highway 305 turn east on NE Day Rd and take the immediate left onto NE Phelps Rd.",FALSE,
596,298,,,,"No description",,,47.621434,-122.5434619,"Bainbridge Island Fire Department - Bucklin Hill Rd","Located across from Hila Middle School near the intersection of NE Bucklin Hill Dr and Blakey Ave NE.",FALSE,
597,298,,,,"No description",,,47.6439447,-122.5207779,"Bainbridge Island Fire Department","Located at the corner of Highway 305 and Madison Ave N.",FALSE,
598,299,,,,"No description",,,47.740482,-122.637962,"Poulsbo Fire Department","Located on Highway 305 near the intersection with NE Liberty Rd.",FALSE,
599,300,,,,"No description",info@skfr.org,,47.5312225,-122.5993143,"South Kitsap Fire and Rescue","Stations located throughout South Kitsap.",FALSE,
600,301,,,,"No description",police@cityofportorchard.us,,47.5414554,-122.6391883,"Port Orchard Police Department","Located at the city hall near the corner of Bay St and Kitsap St.",FALSE,
601,302,,,,"No description",mikec@ccsww.org,,46.979076,-123.819303,"Catholic Community Services - Grays Harbor Family Center","Located at St Mary's Catholic Church on the corner of North H and East 3rd St.",FALSE,
602,302,,,,"No description",erinp@ccsww.org,,46.9784749,-123.8214339,"Catholic Community Services - Grays Harbor - Amazing Grace Lutheran Church","Located in the Amazing Grace Lutheran Church on the corner of North I and East 4th streets.",FALSE,
603,303,,,,"No description",,,47.446554,-122.828671,"Harrison Medical Center - Belfair","Located on Highway 3 in Belfair.",FALSE,
604,303,,,,"No description",,,47.7397248,-122.636322,"Harrison HealthPartners - Hematology & Oncology - Poulsbo","From Highway 305 turn east onto NE Liberty Rd.  Turn right onto 10th Ave NE.  Located on the left after passing the Fire Department.",FALSE,
605,303,,,,"No description",,,47.6429391,-122.5209887,"Harrison Medical Center - Bainbridge Island","From Highway 305 turn west onto Madison Ave N by the Fire Station and Bainbridge First Baptist Church.",FALSE,
606,303,,,,"No description",,,47.585464,-122.6289211,"Harrison Medical Center - St Paul's Episcopal Church","From Warren Ave turn right onto Callahan Dr.  Located in the large brown church around the corner.",FALSE,
607,303,,,,"No description",,,47.5223182,-122.6565252,"Harrison Medical Center - Port Orchard","From Highway 16 turn east on the Tremont St Exit.  FOllow Tremont and turn right onto S Kitsap Blvd.",FALSE,
608,303,,,,"No description",,,47.655322,-122.6752865,"Harrison Medical Center - Silverdale","From Highway 303 take the Ridgetop Blvd exit.  Turn west down toward Silverdale.  Turn right into the medical center.",FALSE,
609,303,,,,"No description",,,47.5829852,-122.6251384,"Harrison Medical Center - East Bremerton","North of the Warren Ave Bridge, take Callahan Dr to Cherry Ave.",FALSE,
610,303,,,,"No description",,,47.651507,-122.6848178,"Harrison HealthPartners - Center for Behavioral Health","From NW Bucklin Hill Rd or Ridgetop Blvd turn onto Levin Rd.",FALSE,
611,303,,,,"No description",,,47.655322,-122.6752865,"Harrison Medical Center - The Orthopaedic Center at Harrison","Located next to Harrison Silverdale.  From Highway 303 Waaga Way take the Ridgetop Blvd exit.  Turn left at the stoplight onto Ridgetop Blvd NW.  Turn right onto NW Myhre Rd.",FALSE,
612,304,,,,"No description",director@bremertonfoodline.net,,47.5722114,-122.6402101,"Bremerton Foodline","One block south of the Bremerton High School on the corner of 12th and Sidney Ave.",FALSE,
613,305,,,,"No description",georganns@indepthcounseling.net,,47.7466739,-122.652619,"In Depth Counseling","From the intersection of Viking Way and Finn Hill etc.  Take the 2nd driveway to the right.",FALSE,
614,306,,,,"No description",,,,,"Abraxas Counseling Services","Call for more information.",FALSE,
615,307,,,,"No description",,,47.6300151,-122.5181131,"Agate Passage Psychological Services","From Winslow Way E take Ericksen Ave NE north.  Turn left on Knechtel Way NE.",FALSE,
616,307,,,,"No description",marymixon@agatepassage.com,,47.7332977,-122.6382189,"Agate Passage Psychological Services - Poulsbo Office","From Highway 305 turn west on NE Hostmark St.  Office is located to the left.",FALSE,
617,308,,,,"No description",,,47.75118,-122.645773,"Alpha Counseling","Located at the corner of Highway 305 and Bond Rd NE in the North Kitsap Medical Center Building A Suite 108.",FALSE,
618,309,,,,"No description",,,47.5639113,-122.6535739,"Julie Elkinton, MA","Located on the corner of Callow and 1st St.",FALSE,
619,310,,,,"No description",,,47.6703624,-122.6675262,"Peninsula Psychological Center","Located off Ridgetop Blvd next to Ridgetop Animal Hospital.",FALSE,
620,310,,,,"No description",,,47.5415382,-122.6381826,"Peninsula Psychological Center - Port Orchard","FromBay St turn onto Kitsap St or Sidney Ave, the onto Prospect.",FALSE,
621,310,,,,"No description",,,47.75118,-122.645773,"Peninsula Psychological Center - Poulsbo","From Highway 305 turn south onto Bond Rd NE.  Located in the big brown building.",FALSE,
622,311,,,,"No description",roger@hypnosishealthinfo.com,,47.6300151,-122.5181131,"Roger Moore's Counseling and Hypnotherapy","From Highway 305 turn right onto Winslow Way W, then right on Ericksen Ave NE.  Turn left onto Knechtel Way NE.",FALSE,
623,312,,,,"No description",susananderson@gmail.com,,47.6272671,-122.5170503,"Susan Anderson, MA, LMHC, RN","From Highway 305 turn right onto Winslow Way E.  Turn right onto Eriksen Ave NE.",FALSE,
624,313,,,,"No description",,,47.644976,-122.6980893,"Kathy G Warcup, MA, MHC","Located in old town Silverdale.  From SIlverdale Way turn onto NW Byron Rd, then left onto Pacific Ave.",FALSE,
625,314,,,,"No description",,,47.6544009,-122.6934998,"Pacific Counseling Clinic","On Kitsap Way turn into the driveway next to Toys 'R Us.  Located in the building next to the AMC Theater.",FALSE,
626,315,,,,"No description",celebratelifeinc@hotmail.com,,47.5395835,-122.6405605,"Celebrate Life Pregnancy Support - Kitsap","Off Bay St in the Bayside Plaza.",FALSE,
627,316,,,,"No description",billb@billboyettlmft.com,,47.52282,-122.652983,"Bill Boyett, MA, LMFT","From Tremont St W take Pottery Ave south.",FALSE,
628,317,,,,"No description",ccft@silverlink.net,,47.6319803,-122.6367767,"Center for Child and Family Therapy","From Wheaton Way take Fairgrounds Rd west, turn left on Old Military Rd, then the next left.",FALSE,
629,317,,,,"No description",ccft@silverlink.net,,47.524895,-122.646634,"Center for Child and Family Therapy - Port Orchard","Located on off Tremont Ave near Farmers Insurance.",FALSE,
630,318,,,,"No description",sheila@deandoering.com,,47.6292899,-122.5161405,"Child & Family Psychiatric Associates","From Highway 305 turn right onto Winslow Way E.  Turn right onto Ericksen Ave NE.",FALSE,
631,319,,,,"No description",,,48.108308,-123.428544,"Mark Gray, MA, LMHC","Located at the cross street of Eunice and 8th Streets.",FALSE,
632,320,,,,"No description",dckellynwhz@hotmail.com,,47.7466739,-122.652619,"New Horizons Counseling","From Viking Way turn est onto Lindvig Way (opposite NW Finn Hill Rd).",FALSE,
633,320,,,,"No description",dckellynwhz@hotmail.com,,48.040134,-122.7849727,"New Horizons Counseling","Located south of the Rhody Dr and Irondale Rd intersection.",FALSE,
634,321,,,,"No description",counselingoffices@wavecable.com,,47.52282,-122.652983,"Sarah Boss, MS, LMHC, EMDR","From Highway 16 take the Tremont exit east.  Turn right on Pottery Ave, located after Clay Ln.",FALSE,
635,322,,,,"No description",drdianejohnson@gmail.com,,48.040134,-122.7849727,"Discovery Center for Behavioral Health","From Rhody Dr (Highway 19) turn east on W Patison St at the Shold Business Park sign--Discovery Center is in middle section of the building behind the big fish in the parking lot.",FALSE,
636,323,,,,"No description",,,,,"Kay Drescher, LMFT, MA, EMDR","Call for directions.",FALSE,
637,324,,,,"No description",shaktidst@gmail.com,,48.117689,-122.797779,"Higher Power Healing","Located near the corner of 25th and Wilson St, just north of the Laurel Grove Cemetery off Discovery Rd.",FALSE,
638,325,,,,"No description",,,47.645049,-122.697586,"Karen Gorman, MA Psychology, LMHC","Located in downtown Silverdale.  From Silverdale Way turn onto NE Byron St.  Next turn left onto Pacific NW Ave and then right onto NE Lowell St.",FALSE,
639,326,,,,"No description",,,46.976183,-123.883411,"Social Security Administration - Grays Harbor","Located in Hoquiam next to Venture Bank and across from Edward Jones Investments. From the east take HWY 101 (which is Wishkah St, then Alder St, then Sumner St, then Riverside) and follow the signs for Hoquiam city center, then take a left on Simpson. Fr",FALSE,
640,327,,,,"No description",,,47.693383,-122.666223,"Brittney Morgensen, MA, LMFT","From Silverdale Way NW turn onto NW Mountain View Rd.",FALSE,
641,328,,,,"No description",,,47.609328,-122.510998,"Ellen M. Johnson, MS, LMHC","Call for more information.",FALSE,
642,329,,,,"No description",ksac@wavecable.com,,,,"Kitsap Sexual Assault Center","Call for more information.",FALSE,
643,330,,,,"No description",,,47.1278271,-123.0948547,"Squaxin Island Tribe - Northwest Indian Treatment Center - Shelton/Kamilche","From Highway 101 take the Highway 108/SE Old Olympic Highway exit east at the Little Creek Casino Resort.",FALSE,
644,330,,,,"No description",nwitc_intake@yahoo.com,,47.0056836,-123.397807,"Squaxin Island Tribe - Northwest Indian Treatment Center - Elma","From Highway 8 take the 12S exit north.  Turn left onto E Main St.  Turn right onto Young St.  Turn right on F St.",FALSE,
645,330,,,,"No description",,,47.1216071,-123.0796574,"Squaxin Island Tribal Center","Take SE Old Olympic Highway to SE Klah Che Min Dr, take the first right.",FALSE,
646,331,,,,"No description",msstowell@aol.com,,47.6300151,-122.5181131,"Mary Stowell, PhD, LMHC","From Highway 305 turn west on Winslow Way East, then right on Ericksen Ave NE.  Next turn left on Knechtel Way NE.",FALSE,
647,332,,,,"No description",sallymcintoshstoehr@gmail.com,,47.631793,-122.517278,"Sally McIntosh Stoehr, LMFT","From Highway 305 turn onto Highschool road. Proceed through the circle and exit onto Madison Avenue on the right. Turn LEFT onto Wallace Avenue. Turn RIGHT onto Ericksen avenue. Building on your immediate right.",FALSE,
648,333,,,,"No description",,,47.6491668,-122.6932062,"Hoffman and Hoffman","From the Kitsap Mall take SIlverdale Way south.  Turn left onto Bucklin Hill Rd and take the next right onto Bayshore Dr NW.",FALSE,
649,334,,,,"No description",dott@jumpingmouse.org,,48.1131947,-122.7906821,"Jumping Mouse Children's Center","Follow the signs to the hospital, turning from Sims Way onto Sheridan. Drive past the hospital and through the school crossing zone. Jumping Mouse is on the left just past the school zone. Entrance is off of 18th Street (unpaved).",FALSE,
650,335,,,,"No description",,,47.5624427,-122.6790938,"Kitsap Family Services","Located on Auto Center Way in the building next to Addison Construction Supply.",FALSE,
651,336,,,,"No description",,,48.1155062,-123.422649,"Catholic Community Services - Clallam","Behind China First.",FALSE,
652,336,,,,"No description",,,48.115536,-123.421259,"Catholic Community Services - Clallam - Long Term Care","Located on the corner of E Front St and N Eunice St.",FALSE,
653,337,,,,"No description",,,,,"David Stehman, MA, LMHC","Location is confidential.",FALSE,
654,338,,,,"No description",info@hospicekc.org,,47.6562774,-122.687331,"Hospice of Kitsap County","Located on Silverdale Way NW in the TJ Maxx complex directly across the street from the Kitsap Mall.",FALSE,
655,338,,,,"No description",,,47.5651285,-122.6271763,"Hospice of Kitsap County - Hospice Thrift Store","Located on the corner of Pacific Avenue and Burwell Street.",FALSE,
656,339,,,,"No description",anita@laraetherapy.com,,47.52282,-122.652983,"LaRae and Associates","Located on the corner of SE Mile Hill Dr and Village Ln SE.",FALSE,
657,340,,,,"No description",libertybaycounseling@embarqmail.com,,47.6271546,-122.5170501,"Liberty Bay Counseling Services","Located at the Eriksen Office Park.",FALSE,
658,341,,,,"No description",,,48.1170387,-122.7604472,"Lisa Marks, MA, LMHC","Call for more information.",FALSE,
659,342,,,,"No description",drlibby@drrogerlibby.com,,47.7228789,-122.6359416,"Roger Libby, PhD, Certified in Sexology","From Highway 305 turn onto NE Tollefson St, then left onto S 9th Ave.  Follow S 9th St, then turn left onto Fjord Dr NE.",FALSE,
660,343,,,,"No description",500@mason5.org,,47.2150945,-123.1007066,"Mason County Fire District #5 - Central Mason Fire and EMS","Located on W Franklin Street between N 1st and N 2nd Streets.",FALSE,
661,344,,,,"No description",,,47.798921,-122.496577,"Marilyn C McIntyre, MSW, LICSW, Certified sex therapist","Located near the Kingston-Edmonds Ferry Terminal.  From Highway 104 turn onto Iowa St.",FALSE,
662,345,,,,"No description",,,47.64812,-122.695053,"Men's Therapy Group","Meets at the Pacific Counseling Clinic.  From Silverdale Way NW  turn onto Linder Way by Linder Field and Our Place Pub & Eatery.",FALSE,
663,346,,,,"No description",,,48.1139894,-123.4305942,"New Growth Behavior Health Services","Located on S Peabody across from City Hall parking lot between E 4th and E 5th Streets.",FALSE,
664,347,,,,"No description",info@rightchoicecounseling.org,,47.6069711,-122.6255473,"Right Choice Counseling Service","From Wheaton Way turn east onto NE Riddell Rd.  Turn left into the business center near the Fred Meyer entrance.",FALSE,
665,348,,,,"No description",teresaw@safeharborrecovery.org,,48.104795,-122.803345,"Safe Harbor Recovery Center, Inc.","From W Sims Way turn onto Howard St.  Turn right at the Goodwill.  Take the next left onto W Park Ave.  Turn right onto Lake St.",FALSE,
666,349,,,,"No description",,,48.140663,-123.168263,"Bishop Counseling","From Sequim take Old Olympic Highway.  Follow Past the Sequim Valley Airport and Old Olympic Highway turns into Cays Rd.  Turn left onto W Nelson Rd.",FALSE,
667,350,,,,"No description",,,,,"Sequim Creative Counseling","Location is confidential, call for more information.",FALSE,
668,351,,,,"No description",dcarlberg@aberdeenwa.gov,,46.9714979,-123.826497,"Aberdeen Fire Department","Located on the corner of W Market St and S Alder St.",FALSE,
669,352,,,,"No description",firedept@cosmopolis.us.com,,46.9573279,-123.773753,"Cosmopolis Fire Department","On the corner of 1st St and D St.",FALSE,
670,353,,,,"No description",pdean@cityofhoquiam.com,,46.9746273,-123.8874771,"Hoquiam Fire Department","Located on the corner of 8th St and L St.",FALSE,
671,354,,,,"No description",,,46.356126,-124.053033,"Long Beach Fire Department","Located on NE 9th St between Pacific Way and Washington Ave N.",FALSE,
672,355,,,,"No description",lbpd@centurytel.net,,46.3501905,-124.0543717,"Long Beach Police Department","Located on the corner of Pacific Ave and 3rd St.",FALSE,
673,356,,,,"No description",masonfpd13@hotmail.com,,47.133973,-123.310718,"Mason County Fire District #13 - Elma","Located on W Cloquallum Rd east of Lake Arrowhead.",FALSE,
674,357,,,,"No description",info@hoodsportfire.com,,47.405982,-123.146166,"Mason County Fire Districts - #1 Hoodsport","From Highway 101 turn onto N Lake Cushman Rd (Highway 119).  Turn right onto N Finch Creek Rd.",FALSE,
675,358,,,,"No description",,,47.243222,-123.127538,"Mason County Fire District #11 - Shelton","From E Shelton Springs Rd turn onto E Island Lake Rd.",FALSE,
676,359,,,,"No description",mcfd18@hcc.net,,47.423978,-123.213471,"Lake Cushman Fire District #18 - Lake Cushman","From N Lak Cushman Rd (Highway 119) turn onto N Standstill Dr S.",FALSE,
677,360,,,,"No description",kpatti@northmasonrfa.com,,47.460268,-122.8266747,"North Mason Regional Fire Authority","From Highway 3 turn onto NE Old Belfair Highway (Highway 300).  Located across from Valley Feed.",FALSE,
678,361,,,,"No description",chiefg@wavecable.com,,47.327922,-122.836387,"Mason County Fire District #3 - Grapeview","On E Grapeview Loop Rd near E Eckert Rd.",FALSE,
679,362,,,,"No description",masonfire4@masonfire4.com,,47.1992802,-123.0318109,"Mason County Fire District #4 - Arcadia/Kamilche","From Olympic Highway S turn east onto SE Arcadia Rd.  Located near the intersection of SE Arcadia Rd and SE Binns Swiger Loop Rd.",FALSE,
680,363,,,,"No description",,,47.3162845,-123.2109857,"Mason County Fire District #9 - Skokomish Valley","Call for more information.",FALSE,
681,364,,,,"No description",sheriff@co.mason.wa.us,,47.2151511,-123.1019773,"Mason County Sheriff's Department","Located on 3rd St between West Pine and West Cedar Streets.",FALSE,
682,365,,,,"No description",,,47.055385,-123.26394,"McCleary Fire Department","Located on the corner of W Simpson Ave and SE Old Olympic Highway/ S 3rd St.",FALSE,
683,366,,,,"No description",firechief@montesano.us,,46.9796954,-123.5979281,"Montesano Fire Department","Located on the corner of W Pioneer Ave and Sylvia St.",FALSE,
684,367,,,,"No description",osfire@osgov.com,,46.9997856,-124.1605671,"Ocean Shores Fire Department","Located along Point Brown Ave NE south of JK Lewis St.",FALSE,
685,368,,,,"No description",ospd@osgov.com,,46.999851,-124.1605733,"Ocean Shores Police Department","Located between the Ocean Shores Fire Department and the Ocean Shores Library.",FALSE,
686,369,,,,"No description",,,46.6623668,-123.8104661,"Pacific County Sheriff's Department - South Bend","Located by the courthouse in South Bend.  From Highway 101 turn south on Memorial Dr.",FALSE,
687,369,,,,"No description",,,46.3523732,-124.050276,"Pacific County Sheriff's Department -  Long Beach",,FALSE,
688,370,,,,"No description",info@raymondfire.org,,46.6855538,-123.7343609,"Raymond Fire Department","From Highway 101 turn west onto Commercial St.  Located at corner of Commercial and 2nd Streets.",FALSE,
689,371,,,,"No description",raymondpolice@raymondpolice.com,,46.6605044,-123.7897974,"Raymond Police Department","Located near the corner of Commercial and 2nd St.",FALSE,
690,372,,,,"No description",,,47.2120689,-123.1055162,"Shelton Police Department","From W Railroad Ave turn south on S 5th St.  Located on the corner of S 5th and W Cota St.",FALSE,
691,373,,,,"No description",,,46.6653468,-123.8123985,"South Bend Fire Department","Located on the corner of Highway 101 and Willapa Ave.",FALSE,
692,374,,,,"No description",sbchief@techline.com,,46.6621938,-123.7878673,"South Bend Police Department","Located in the City Hall.",FALSE,
693,375,,,,"No description",mcfd6@hctc.com,,47.35522,-123.0994055,"Mason County Fire District #6 - Union","From Highway 106 turn onto Main St.  Turn left onto E 4th St.  Follow around to fire station.",FALSE,
694,376,,,,"No description",fire_chief@ci.westport.wa.us,,46.8893796,-124.1057775,"Westport Fire Department","From Montesano St turn east onto W Spokane Ave.  Located on the corner of W Spokane and N 1st St.",FALSE,
695,377,,,,"No description",crisisclinic@gmail.com,,47.6355461,-122.6447815,"Crisis Clinic of the Peninsulas","Location is confidential.",FALSE,
696,378,,,,"No description",michelle.kelley@redcross.org,,48.0878349,-123.1693058,"American Red Cross - Olympic Peninsula Chapter","Take Carlsborg Rd to Business Park Loop, turn right onto Ruth's Place.",FALSE,
697,378,,,,"No description",ellen.crockett@redcross.org,,48.11496,-122.772048,"American Red Cross - Olympic Peninsula Chapter - Jefferson","Mountain View Commons - across from Port Townsend Golf Course",FALSE,
698,379,,,,"No description",,,46.9812451,-123.8205866,"Overeaters Anonymous - Grays Harbor","Group meets in the Harborcrest Behavioral Health Conference Room D.",FALSE,
699,380,,,,"No description",,,46.974946,-123.819843,"Morningside - Grays Harbor","From E Wishkah St (Highway 101) turn right onto S Broadway St.  Turn left onto W Market St.  Located in the Aberdeen Square on the second floor.",FALSE,
700,381,,,,"No description",ghcdem@co.grays-harbor.wa.us,,46.983033,-123.602678,"Grays Harbor County Emergency Management","From Highway 12 (Olympic Highway) turn north on N Main St.  Follow N Main St and turn left on W Spruce St.  Located on the right hand side of the street past N 1st Ave.",FALSE,
701,382,,,,"No description",sfritts@co.pacific.wa.us,,46.6623668,-123.8104661,"Pacific County Emergency Management","Located in the Pacific County Courthouse in South Bend.  From Highway 101 turn south on to Memorial Drive.",FALSE,
702,382,,,,"No description",sfritts@co.pacific.wa.us,,46.356066,-124.031866,"Pacific County Emergency Management - South Pacific County Administration Facility","From US Highway 101, turn north on Sandridge Rd, traveling north approximately 1 mile.  The facility will be located on the west side of the street.",FALSE,
703,383,,,,"No description",lpeterson1947@live.com,,47.055385,-123.26394,"McCleary Food Bank","From N Summit Rd / Highway 108 turn left at the intersection with Simpson Ave.  Located north across the street from City Hall Building by Beerbower Park.",FALSE,
704,384,,,,"No description",,,47.2334189,-123.1103005,"Shelton Health and Rehabilitation Center","Located on the corner of Johns Prairie Road and N. 13th Street.",FALSE,
705,385,,,,"No description",csn3@centurytel.net,,46.676217,-123.741149,"Crisis Support Network","Located on the corner of Ballentine St and Jackson Ave.",FALSE,
706,386,,,,"No description",info@kitsapiac.org,,47.6241767,-122.6251845,"Kitsap Immigrant Assistance Center","We are located in the ""Hub"" at the base of the hill below the Hillcrest Assembly Church in East Bremerton across from Walmart.",FALSE,
707,386,,,,"No description",kiacl@kitsapiac.org,,47.5655971,-122.6294023,"Kitsap Immigrant Assistance Center - Immigration Legal Services","Located in the United Way Buidling on the second floor",FALSE,
708,387,,,,"No description",,,48.1148907,-122.759931,"ECHHO - Ecumenical Christian Helping Hands Organization","Located at the corner of Jefferson and Polk Streets.",FALSE,
709,388,,,,"No description",,,48.0664695,-122.8166559,"St. Vincent de Paul - Jefferson","No physical location.",FALSE,
710,389,,,,"No description",info@unitedwaymasonco.org,,47.213818,-123.108172,"United Way of Mason County","Located on the corner of West Railroad and North 8th Streets next to Curves Fitness.",FALSE,
711,390,,,,"No description",parentline@lcsnw.org,,48.105202,-123.439735,"Lutheran Community Services Northwest - Port Angeles","From E Lauridsen Blvd turn onto S Peabody, then right on Lopez Ave.  Located across the parking lot from the library.",FALSE,
712,391,,,,"No description",khcs@kitsaphomecare.org,,47.5835988,-122.6953684,"Kitsap Home Care Service","From Highway 3 Take the Austin Dr exit and turn north.  Turn right onto Olding Rd.",FALSE,
713,392,,,,"No description",clallambay@nols.org,,48.2530664,-124.2601662,"North Olympic Library System - Clallam Bay","Located on the corner of Highway 112 and 7th St., across from Clallam Bay School.",FALSE,
714,392,,,,"No description",forks@nols.org,,47.9491991,-124.3854154,"North Olympic Library System - Forks","Located on the corner of S. Forks Ave.(Highway 101) and B Street Southwest.",FALSE,
715,392,,,,"No description",portangeles@nols.org,,48.1058792,-123.4388096,"North Olympic Library System","Located on corner of S. Peabody and E. Lauridsen Blvd, near Jefferson Elementary School.  Entrance and parking at South side of building, near Holy Trinity Lutheran Church.",FALSE,
716,392,,,,"No description",sequim@nols.org,,48.085809,-123.100905,"North Olympic Library System - Sequim","Located on N. Sequim Ave. across from Sequim High School. Parking in front as well as in back of building.",FALSE,
717,393,,,,"No description",,,48.1200563,-123.4367773,"Olympic Community Action Programs - Port Angeles","Located in the Armory Square Mall on West 1st St between N Cherry and N Oak Streets.",FALSE,
718,393,,,,"No description",action@olycap.org,,47.9466694,-124.391688,"Olympic Community Action Programs - Forks","From N Forks Ave (Highway 101) turn east onto E Division St.  Then turn left onto Maple Ave.",FALSE,
719,393,,,,"No description",sequimsr@olypen.com,,48.0756378,-123.0885248,"Olympic Community Action Programs - Sequim Senior Activity Center","From downtown Sequim:  Travel East on Washington St. to the light at QFC/STAPLES shopping center.  Turn right at light onto Lee Chatfield, go 1 block, turn right on Hammond St. and left into our driveway at 921 E Hammond.  From Highway 101, entering Sequi",FALSE,
720,393,,,,"No description",,,48.1047009,-123.4405816,"Olympic Community Action Programs - Holy Trinity Church","Located in the Holy Trinity Church.  From E Lauridsen turn south on S Peabody St, then right onto Lopez Ave.",FALSE,
721,393,,,,"No description",,,48.111515,-123.43351,"Olympic Community Action Programs - Port Angeles Senior Center","From S Lincoln St (Highway 101) turn east onto E 7th Ave.  Located on the corner of E 7th and S Peabody Streets.",FALSE,
722,394,,,,"No description",info@preventionworkscc.org,,47.9506586,-123.3456072,"Clallam County Prevention Works!","No physical location.",FALSE,
723,395,,,,"No description",office@vhocc.org,,48.1092844,-123.4301236,"Volunteer Hospice of Clallam County","On the corner of E 8th St and Albert",FALSE,
724,396,,,,"No description",marykay.gombos@nmcrs.org,,47.5626056,-122.6496604,"Navy and Marine Corp Relief Society - Naval Base Bremerton","Call for directions.",FALSE,
725,396,,,,"No description",kathy.phillips@nmcrs.org,,47.6979004,-122.6948943,"Navy - Marine Corp Relief Society - Bangor","Call for directions.",FALSE,
726,397,,,,"No description",scarletto02@q.com,,47.5829852,-122.6251384,"Survivors of Suicide - Harrison Medical Center - East Dining Room","Located in the East Dining Room at Harrison Hospital on Cherry Ave in Bremerton. From the covered parking lot walk into the main entrance of the Hospital and turn left toward the Main Cafeteria.",FALSE,
727,398,,,,"No description",staff@bremertonchamber.org,,47.5659594,-122.6265238,"Bremerton Chamber of Commerce","On one-lane street just past the Roxy Theater.",FALSE,
728,399,,,,"No description",,,47.6365934,-122.5242641,"Bainbridge Youth Services","Located at the Bainbridge High School in building 100, room #103.",FALSE,
729,400,,,,"No description",info@sisequim.org,,48.0217704,-123.1273844,"Soroptimist International of Sequim","Equipment stored in a commercial storage unit, 600 N Sequim Ave.",FALSE,
